id_flux,date_reception,type_document,id_adherent,id_contrat,collectivite,statut_flux,statut_ged,date_production,date_depot_ged,mode_envoi,batch_id,duree_traitement_sec
FLX-06284,2024-02-05 02:50:35,APPEL_COTISATION,ADH-151044,CTR-58085681,Conseil Départemental de la Gironde,TRAITE,ECHEC_DEPOT,2024-02-05 03:01:54,,DEMATERIALISE,BATCH-20240323-206,131.0
FLX-06285,2024-03-21 10:23:42,COURRIER_ADHESION,ADH-799444,CTR-98759409,Mairie de Toulouse,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240323-206,
FLX-06286,2024-01-19 09:15:07,APPEL_COTISATION,ADH-244582,CTR-31718252,Mairie de Paris,TRAITE,DEPOSE,2024-01-19 09:30:50,2024-01-19 10:07:18,COURRIER_POSTAL,BATCH-20240323-206,171.0
FLX-06287,2024-01-12 22:16:39,INDU,ADH-452646,CTR-90053557,Conseil Régional de Bretagne,ERREUR_FORMAT,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240323-206,
FLX-06288,2024-01-12 15:30:52,CARTE_ADHERENT,ADH-646440,CTR-29659435,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-01-12 16:25:57,2024-01-12 16:34:29,COURRIER_POSTAL,BATCH-20240323-206,59.0
FLX-06289,2024-03-09 23:34:55,RELEVÉ_PRESTATIONS,ADH-709026,CTR-14321512,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-03-10 00:25:50,2024-03-10 01:32:03,DEMATERIALISE,BATCH-20240323-206,78.0
FLX-06290,2024-02-04 21:41:45,CARTE_ADHERENT,ADH-257517,CTR-14136925,SDIS 75,TRAITE,DEPOSE,2024-02-04 21:48:50,2024-02-04 23:47:09,COURRIER_POSTAL,BATCH-20240323-206,59.0
FLX-06291,2024-03-12 01:10:49,COURRIER_ADHESION,ADH-832048,CTR-20144780,Conseil Départemental de la Gironde,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-12 01:22:45,,COURRIER_POSTAL,BATCH-20240312-207,135.0
FLX-06292,2024-01-31 15:38:28,CARTE_ADHERENT,ADH-564369,CTR-65540559,Conseil Départemental de la Gironde,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,EN_ATTENTE_CHOIX,BATCH-20240312-207,
FLX-06293,2024-03-15 22:43:04,RELEVÉ_PRESTATIONS,ADH-494411,CTR-25796607,Pompiers de Marseille,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-15 23:36:38,,DEMATERIALISE,BATCH-20240312-207,12.0
FLX-06294,2024-02-07 08:55:09,COURRIER_ADHESION,ADH-204533,CTR-71703160,Mairie de Lyon,TRAITE,DEPOSE,2024-02-07 09:04:41,2024-02-07 10:05:26,COURRIER_POSTAL,BATCH-20240312-207,28.0
FLX-06295,2024-03-15 06:50:40,INDU,ADH-815309,CTR-10344705,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-15 07:17:57,2024-03-15 07:34:31,DEMATERIALISE,BATCH-20240312-207,55.0
FLX-06296,2024-03-03 04:22:55,INDU,ADH-649721,CTR-33875550,Mairie de Toulouse,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-03 04:40:06,,COURRIER_POSTAL,BATCH-20240312-207,121.0
FLX-06297,2024-01-26 07:31:10,CARTE_ADHERENT,ADH-289932,CTR-30717883,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-01-26 08:04:47,2024-01-26 09:05:37,DEMATERIALISE,BATCH-20240312-207,121.0
FLX-06298,2024-03-14 15:13:57,COURRIER_ADHESION,ADH-304685,CTR-31096703,Hôpital Saint-Louis,ERREUR_FORMAT,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240312-207,
FLX-06299,2024-02-03 18:43:30,APPEL_COTISATION,ADH-148648,CTR-11081784,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-02-03 19:38:41,2024-02-03 20:06:25,DEMATERIALISE,BATCH-20240312-207,146.0
FLX-06300,2024-03-15 20:06:49,COURRIER_ADHESION,ADH-294162,CTR-37280498,Pompiers de Marseille,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-15 20:17:53,,DEMATERIALISE,BATCH-20240312-207,120.0
FLX-06301,2024-01-23 14:36:39,RELANCE,ADH-327993,CTR-88013330,SDIS 75,TRAITE,DEPOSE,2024-01-23 15:09:18,2024-01-23 16:55:29,DEMATERIALISE,BATCH-20240312-207,153.0
FLX-06302,2024-03-16 08:20:20,CARTE_ADHERENT,ADH-666401,CTR-48442107,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-03-16 08:55:09,2024-03-16 10:29:45,DEMATERIALISE,BATCH-20240312-207,74.0
FLX-06303,2024-02-20 07:21:14,CARTE_ADHERENT,ADH-346602,CTR-74915711,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-02-20 08:13:37,2024-02-20 09:13:35,DEMATERIALISE,BATCH-20240312-207,8.0
FLX-06304,2024-02-20 04:30:39,RELANCE,ADH-989936,CTR-96424202,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-02-20 04:39:15,2024-02-20 06:02:40,DEMATERIALISE,BATCH-20240312-207,95.0
FLX-06305,2024-03-07 06:45:10,CARTE_ADHERENT,ADH-754719,CTR-42026670,Mairie de Paris,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-07 07:38:44,,DEMATERIALISE,BATCH-20240312-207,160.0
FLX-06306,2024-02-05 19:05:49,CARTE_ADHERENT,ADH-798002,CTR-76950974,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-02-05 19:15:05,2024-02-05 20:19:36,COURRIER_POSTAL,BATCH-20240312-207,39.0
FLX-06307,2024-02-12 08:32:24,CARTE_ADHERENT,ADH-395206,CTR-37695566,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-02-12 08:53:21,2024-02-12 09:04:33,DEMATERIALISE,BATCH-20240312-207,45.0
FLX-06308,2024-03-13 22:05:55,CARTE_ADHERENT,ADH-433777,CTR-52289182,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-13 22:29:26,2024-03-13 23:39:33,DEMATERIALISE,BATCH-20240312-207,151.0
FLX-06309,2024-01-28 00:08:13,CARTE_ADHERENT,ADH-665892,CTR-44838487,Mairie de Paris,TRAITE,DEPOSE,2024-01-28 00:24:54,2024-01-28 01:42:20,DEMATERIALISE,BATCH-20240312-207,126.0
FLX-06310,2024-01-08 01:33:48,RELANCE,ADH-341201,CTR-37349046,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-01-08 01:46:16,2024-01-08 02:09:11,COURRIER_POSTAL,BATCH-20240312-207,178.0
FLX-06311,2024-01-20 15:26:01,CARTE_ADHERENT,ADH-762038,CTR-81993496,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-01-20 15:55:11,2024-01-20 16:28:17,DEMATERIALISE,BATCH-20240312-207,160.0
FLX-06312,2024-02-02 12:39:53,CARTE_ADHERENT,ADH-132121,CTR-13297735,Mairie de Lyon,TRAITE,DEPOSE,2024-02-02 12:45:40,2024-02-02 14:44:39,DEMATERIALISE,BATCH-20240312-207,141.0
FLX-06313,2024-03-26 13:44:39,APPEL_COTISATION,ADH-749303,CTR-41825955,Mairie de Lyon,TRAITE,DEPOSE,2024-03-26 14:21:09,2024-03-26 15:31:13,DEMATERIALISE,BATCH-20240312-207,170.0
FLX-06314,2024-01-04 11:53:05,COURRIER_ADHESION,ADH-973372,CTR-20401677,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-01-04 12:37:20,2024-01-04 12:39:48,DEMATERIALISE,BATCH-20240312-207,123.0
FLX-06315,2024-03-07 10:10:03,COURRIER_ADHESION,ADH-564495,CTR-73113114,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-03-07 10:49:05,2024-03-07 11:13:29,COURRIER_POSTAL,BATCH-20240312-207,163.0
FLX-06316,2024-03-25 07:03:52,RELEVÉ_PRESTATIONS,ADH-902926,CTR-93791732,CCAS de Bordeaux,ERREUR_FORMAT,NON_APPLICABLE,,,EN_ATTENTE_CHOIX,BATCH-20240312-207,
FLX-06317,2024-03-26 01:51:09,APPEL_COTISATION,ADH-799545,CTR-57821055,Hôpital Saint-Louis,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-26 02:10:55,,DEMATERIALISE,BATCH-20240312-207,4.0
FLX-06318,2024-03-23 01:50:28,APPEL_COTISATION,ADH-502894,CTR-68771633,SDIS 75,TRAITE,DEPOSE,2024-03-23 02:34:02,2024-03-23 03:33:59,DEMATERIALISE,BATCH-20240312-207,49.0
FLX-06319,2024-02-27 11:54:55,APPEL_COTISATION,ADH-268704,CTR-89236349,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-02-27 12:46:44,2024-02-27 14:24:11,COURRIER_POSTAL,BATCH-20240312-207,22.0
FLX-06320,2024-03-18 20:09:37,COURRIER_ADHESION,ADH-146235,CTR-84845857,Mairie de Lyon,TRAITE,DEPOSE,2024-03-18 20:52:28,2024-03-18 22:42:34,COURRIER_POSTAL,BATCH-20240312-207,114.0
FLX-06321,2024-03-16 19:24:56,APPEL_COTISATION,ADH-232720,CTR-63063700,Mairie de Lyon,TRAITE,DEPOSE,2024-03-16 20:00:00,2024-03-16 21:18:26,DEMATERIALISE,BATCH-20240312-207,2.0
FLX-06322,2024-02-16 09:03:52,CARTE_ADHERENT,ADH-443357,CTR-42812837,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-02-16 09:39:44,2024-02-16 09:45:29,DEMATERIALISE,BATCH-20240312-207,85.0
FLX-06323,2024-01-04 12:51:40,CARTE_ADHERENT,ADH-607438,CTR-61279946,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-01-04 13:29:24,2024-01-04 14:10:25,DEMATERIALISE,BATCH-20240312-207,362.0
FLX-06324,2024-01-20 19:45:05,CARTE_ADHERENT,ADH-581517,CTR-46134880,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-01-20 20:14:00,2024-01-20 21:10:04,COURRIER_POSTAL,BATCH-20240312-207,3.0
FLX-06325,2024-02-15 18:15:04,COURRIER_ADHESION,ADH-823277,CTR-99842123,SDIS 75,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-15 18:58:33,,DEMATERIALISE,BATCH-20240312-207,30.0
FLX-06326,2024-01-24 09:03:52,COURRIER_ADHESION,ADH-640777,CTR-24538711,Mairie de Paris,TRAITE,DEPOSE,2024-01-24 09:41:39,2024-01-24 11:35:40,COURRIER_POSTAL,BATCH-20240312-207,86.0
FLX-06327,2024-01-26 18:35:54,RELEVÉ_PRESTATIONS,ADH-963713,CTR-86428465,EHPAD Les Tilleuls,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06328,2024-02-21 06:10:01,CARTE_ADHERENT,ADH-470334,CTR-96033789,Hôpital Saint-Louis,ERREUR_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06329,2024-03-01 19:29:28,CARTE_ADHERENT,ADH-486757,CTR-71322276,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-03-01 20:19:37,2024-03-01 21:19:50,COURRIER_POSTAL,BATCH-20240312-207,343.0
FLX-06330,2024-01-21 00:50:13,COURRIER_ADHESION,ADH-526365,CTR-77393482,Mairie de Paris,TRAITE,DEPOSE,2024-01-21 01:39:09,2024-01-21 03:00:56,DEMATERIALISE,BATCH-20240312-207,74.0
FLX-06331,2024-01-13 17:33:47,COURRIER_ADHESION,ADH-530340,CTR-43086583,Mairie de Paris,TRAITE,DEPOSE,2024-01-13 18:10:41,2024-01-13 19:02:42,DEMATERIALISE,BATCH-20240312-207,19.0
FLX-06332,2024-03-13 01:51:44,APPEL_COTISATION,ADH-728510,CTR-10739316,CCAS de Bordeaux,TRAITE,ECHEC_DEPOT,2024-03-13 02:26:23,,DEMATERIALISE,BATCH-20240312-207,92.0
FLX-06333,2024-01-12 21:20:53,CARTE_ADHERENT,ADH-101316,CTR-16106023,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-01-12 21:44:40,2024-01-12 22:32:59,COURRIER_POSTAL,BATCH-20240312-207,64.0
FLX-06334,2024-02-16 09:10:46,CARTE_ADHERENT,ADH-160046,CTR-82721615,CCAS de Bordeaux,TRAITE,ECHEC_DEPOT,2024-02-16 09:59:23,,DEMATERIALISE,BATCH-20240312-207,91.0
FLX-06335,2024-03-20 03:09:18,COURRIER_ADHESION,ADH-965075,CTR-24156537,Conseil Départemental du Nord,RECU,NON_APPLICABLE,,,EN_ATTENTE_CHOIX,BATCH-20240312-207,
FLX-06336,2024-02-16 10:07:09,APPEL_COTISATION,ADH-868475,CTR-38545706,Pompiers de Marseille,TRAITE,DEPOSE,2024-02-16 10:20:13,2024-02-16 10:30:13,COURRIER_POSTAL,BATCH-20240312-207,142.0
FLX-06337,2024-03-09 23:48:36,COURRIER_ADHESION,ADH-983936,CTR-32288698,Conseil Départemental du Nord,TRAITE,DEPOSE,2024-03-10 00:40:02,2024-03-10 01:20:41,DEMATERIALISE,BATCH-20240312-207,122.0
FLX-06338,2024-02-06 10:29:30,COURRIER_ADHESION,ADH-215594,CTR-23035826,Conseil Régional de Bretagne,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240312-207,
FLX-06339,2024-03-17 00:23:54,CARTE_ADHERENT,ADH-688330,CTR-24996983,Pompiers de Marseille,ERREUR_FORMAT,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240312-207,
FLX-06340,2024-03-19 04:58:40,COURRIER_ADHESION,ADH-608566,CTR-10709226,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-19 05:27:48,2024-03-19 07:03:58,DEMATERIALISE,BATCH-20240312-207,69.0
FLX-06341,2024-01-08 06:21:47,COURRIER_ADHESION,ADH-752583,CTR-48948494,Conseil Départemental du Nord,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-08 07:13:44,,DEMATERIALISE,BATCH-20240312-207,177.0
FLX-06342,2024-03-17 02:21:15,APPEL_COTISATION,ADH-778462,CTR-62405767,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-17 02:40:37,2024-03-17 03:55:02,DEMATERIALISE,BATCH-20240312-207,42.0
FLX-06343,2024-02-04 09:52:59,APPEL_COTISATION,ADH-885025,CTR-67265641,Mairie de Paris,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-04 10:02:35,,DEMATERIALISE,BATCH-20240312-207,90.0
FLX-06344,2024-02-06 02:46:30,RELANCE,ADH-214430,CTR-32999046,Mairie de Lyon,TRAITE,DEPOSE,2024-02-06 03:12:11,2024-02-06 04:50:38,DEMATERIALISE,BATCH-20240312-207,14.0
FLX-06345,2024-01-28 02:07:30,CARTE_ADHERENT,ADH-862318,CTR-68486545,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-01-28 02:26:01,2024-01-28 02:49:21,DEMATERIALISE,BATCH-20240312-207,65.0
FLX-06346,2024-02-16 06:38:44,COURRIER_ADHESION,ADH-487926,CTR-78230155,SDIS 75,TRAITE,DEPOSE,2024-02-16 06:51:50,2024-02-16 06:57:52,DEMATERIALISE,BATCH-20240312-207,144.0
FLX-06347,2024-02-23 04:48:38,COURRIER_ADHESION,ADH-506088,CTR-23439324,EHPAD Les Magnolias,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06348,2024-01-06 18:19:21,RELEVÉ_PRESTATIONS,ADH-674382,CTR-32491659,Pompiers de Marseille,TRAITE,DEPOSE,2024-01-06 19:15:31,2024-01-06 19:19:55,COURRIER_POSTAL,BATCH-20240312-207,172.0
FLX-06349,2024-01-29 18:25:25,APPEL_COTISATION,ADH-934151,CTR-50541240,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-01-29 18:42:30,2024-01-29 20:30:33,COURRIER_POSTAL,BATCH-20240312-207,10.0
FLX-06350,2024-03-09 02:35:08,APPEL_COTISATION,ADH-829245,CTR-42891469,Conseil Régional de Bretagne,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-09 02:46:40,,COURRIER_POSTAL,BATCH-20240312-207,60.0
FLX-06351,2024-03-09 20:31:02,COURRIER_ADHESION,ADH-745391,CTR-95655113,Conseil Régional de Bretagne,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-03-09 21:11:51,,DEMATERIALISE,BATCH-20240312-207,81.0
FLX-06352,2024-03-02 15:38:08,CARTE_ADHERENT,ADH-753114,CTR-44154728,Mairie de Toulouse,TRAITE,DEPOSE,2024-03-02 16:34:41,2024-03-02 18:33:30,DEMATERIALISE,BATCH-20240312-207,10.0
FLX-06353,2024-02-15 00:08:08,COURRIER_ADHESION,ADH-936910,CTR-73179805,SDIS 75,TRAITE,DEPOSE,2024-02-15 00:36:04,2024-02-15 02:07:21,DEMATERIALISE,BATCH-20240312-207,135.0
FLX-06354,2024-01-03 07:06:00,APPEL_COTISATION,ADH-853523,CTR-71312825,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-01-03 07:26:47,2024-01-03 08:23:50,DEMATERIALISE,BATCH-20240312-207,164.0
FLX-06355,2024-03-17 15:28:36,RELEVÉ_PRESTATIONS,ADH-143677,CTR-53288371,EHPAD Les Tilleuls,ERREUR_FORMAT,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06356,2024-01-30 20:11:43,RELEVÉ_PRESTATIONS,ADH-635872,CTR-64622217,Mairie de Toulouse,TRAITE,DEPOSE,2024-01-30 20:46:37,2024-01-30 21:40:13,COURRIER_POSTAL,BATCH-20240312-207,101.0
FLX-06357,2024-01-08 18:41:47,CARTE_ADHERENT,ADH-364250,CTR-68640274,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-01-08 19:37:16,2024-01-08 21:24:43,DEMATERIALISE,BATCH-20240312-207,112.0
FLX-06358,2024-03-21 08:04:19,CARTE_ADHERENT,ADH-506885,CTR-81559314,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-21 09:00:59,2024-03-21 09:02:12,COURRIER_POSTAL,BATCH-20240312-207,66.0
FLX-06359,2024-03-22 23:42:01,RELEVÉ_PRESTATIONS,ADH-612703,CTR-63493334,SDIS 75,TRAITE,DEPOSE,2024-03-22 23:43:27,2024-03-23 00:53:11,DEMATERIALISE,BATCH-20240312-207,48.0
FLX-06360,2024-02-06 19:52:05,APPEL_COTISATION,ADH-125223,CTR-26769276,Mairie de Lyon,TRAITE,DEPOSE,2024-02-06 20:42:37,2024-02-06 22:30:56,COURRIER_POSTAL,BATCH-20240312-207,37.0
FLX-06361,2024-01-16 07:02:14,COURRIER_ADHESION,ADH-553882,CTR-58962475,EHPAD Les Magnolias,TRAITE,DEPOSE,2024-01-16 07:58:59,2024-01-16 09:12:12,COURRIER_POSTAL,BATCH-20240312-207,12.0
FLX-06362,2024-01-13 06:33:49,CARTE_ADHERENT,ADH-922138,CTR-88185914,Mairie de Paris,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06363,2024-03-01 02:55:43,COURRIER_ADHESION,ADH-561235,CTR-61430111,Mairie de Toulouse,ERREUR_DONNEES,NON_APPLICABLE,,,EN_ATTENTE_CHOIX,BATCH-20240312-207,
FLX-06364,2024-01-02 01:08:38,CARTE_ADHERENT,ADH-554801,CTR-17602515,Conseil Départemental de la Gironde,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-02 01:37:00,,DEMATERIALISE,BATCH-20240312-207,29.0
FLX-06365,2024-03-15 03:13:39,CARTE_ADHERENT,ADH-520698,CTR-33151296,SDIS 75,RECU,NON_APPLICABLE,,,COURRIER_POSTAL,BATCH-20240312-207,
FLX-06366,2024-01-28 10:04:27,APPEL_COTISATION,ADH-946801,CTR-66430220,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-01-28 10:10:51,2024-01-28 10:37:02,COURRIER_POSTAL,BATCH-20240312-207,143.0
FLX-06367,2024-03-26 11:31:33,CARTE_ADHERENT,ADH-789503,CTR-65943165,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-03-26 12:24:09,2024-03-26 13:53:36,DEMATERIALISE,BATCH-20240312-207,41.0
FLX-06368,2024-02-09 09:39:45,COURRIER_ADHESION,ADH-885977,CTR-20507403,Mairie de Paris,TRAITE,DEPOSE,2024-02-09 10:14:43,2024-02-09 12:09:43,DEMATERIALISE,BATCH-20240312-207,38.0
FLX-06369,2024-01-10 19:12:40,CARTE_ADHERENT,ADH-255312,CTR-99189212,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-01-10 19:23:25,2024-01-10 19:48:28,COURRIER_POSTAL,BATCH-20240312-207,40.0
FLX-06370,2024-01-19 12:59:29,RELANCE,ADH-372159,CTR-30965302,EHPAD Les Tilleuls,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-19 13:28:03,,DEMATERIALISE,BATCH-20240312-207,102.0
FLX-06371,2024-02-24 07:56:52,APPEL_COTISATION,ADH-968596,CTR-77250270,Mairie de Lyon,TRAITE,DEPOSE,2024-02-24 08:21:13,2024-02-24 08:32:50,DEMATERIALISE,BATCH-20240312-207,39.0
FLX-06372,2024-01-14 04:52:37,COURRIER_ADHESION,ADH-151500,CTR-66721960,Mairie de Lyon,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-14 04:57:06,,DEMATERIALISE,BATCH-20240312-207,108.0
FLX-06373,2024-03-07 06:21:30,RELEVÉ_PRESTATIONS,ADH-950357,CTR-17179683,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-07 06:47:29,2024-03-07 06:57:07,DEMATERIALISE,BATCH-20240312-207,93.0
FLX-06374,2024-01-13 14:23:50,RELEVÉ_PRESTATIONS,ADH-453123,CTR-81041813,CCAS de Bordeaux,TRAITE,DEPOSE,2024-01-13 15:19:03,2024-01-13 16:33:12,DEMATERIALISE,BATCH-20240312-207,140.0
FLX-06375,2024-03-25 05:20:53,COURRIER_ADHESION,ADH-982787,CTR-38083349,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-25 05:28:49,2024-03-25 06:08:13,EN_ATTENTE_CHOIX,BATCH-20240312-207,126.0
FLX-06376,2024-03-04 01:46:45,COURRIER_ADHESION,ADH-835956,CTR-57850103,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-04 02:25:17,2024-03-04 04:17:06,COURRIER_POSTAL,BATCH-20240312-207,51.0
FLX-06377,2024-03-20 02:17:53,APPEL_COTISATION,ADH-324045,CTR-59839340,Mairie de Toulouse,TRAITE,DEPOSE,2024-03-20 02:51:30,2024-03-20 03:22:55,DEMATERIALISE,BATCH-20240312-207,117.0
FLX-06378,2024-03-15 17:27:16,RELANCE,ADH-804991,CTR-71325581,Conseil Régional de Bretagne,EN_ATTENTE_DONNEES,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06379,2024-02-09 07:00:05,RELEVÉ_PRESTATIONS,ADH-819012,CTR-35690972,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-02-09 07:30:29,2024-02-09 08:12:44,COURRIER_POSTAL,BATCH-20240312-207,20.0
FLX-06380,2024-01-30 13:15:36,INDU,ADH-282159,CTR-22583202,Conseil Départemental du Nord,ERREUR_FORMAT,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06381,2024-01-15 06:29:17,APPEL_COTISATION,ADH-310861,CTR-31370606,Pompiers de Marseille,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06382,2024-02-25 06:44:32,CARTE_ADHERENT,ADH-941341,CTR-60365045,Conseil Départemental du Nord,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-25 07:25:55,,DEMATERIALISE,BATCH-20240312-207,148.0
FLX-06383,2024-03-24 23:27:36,COURRIER_ADHESION,ADH-897997,CTR-73019871,Conseil Régional de Bretagne,TRAITE,DEPOSE,2024-03-24 23:35:29,2024-03-25 00:07:46,DEMATERIALISE,BATCH-20240312-207,49.0
FLX-06384,2024-01-25 23:47:51,COURRIER_ADHESION,ADH-389741,CTR-63231418,Mairie de Lyon,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-26 00:25:14,,DEMATERIALISE,BATCH-20240312-207,87.0
FLX-06385,2024-03-19 08:12:34,CARTE_ADHERENT,ADH-324376,CTR-53226935,Hôpital Saint-Louis,TRAITE,DEPOSE,2024-03-19 08:56:55,2024-03-19 09:36:57,DEMATERIALISE,BATCH-20240312-207,116.0
FLX-06386,2024-01-26 11:08:19,APPEL_COTISATION,ADH-689911,CTR-14833754,Hôpital Saint-Louis,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-01-26 11:54:53,,COURRIER_POSTAL,BATCH-20240312-207,35.0
FLX-06387,2024-02-22 10:23:07,APPEL_COTISATION,ADH-502648,CTR-16258185,Hôpital Saint-Louis,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-22 10:55:38,,DEMATERIALISE,BATCH-20240312-207,111.0
FLX-06388,2024-02-05 12:51:16,APPEL_COTISATION,ADH-174300,CTR-68348056,Pompiers de Marseille,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-05 13:43:44,,DEMATERIALISE,BATCH-20240312-207,35.0
FLX-06389,2024-01-19 23:50:03,COURRIER_ADHESION,ADH-616909,CTR-43632940,CCAS de Bordeaux,TRAITE,DEPOSE,2024-01-20 00:00:36,2024-01-20 01:43:19,DEMATERIALISE,BATCH-20240312-207,27.0
FLX-06390,2024-02-05 11:34:33,APPEL_COTISATION,ADH-978269,CTR-81370464,Mairie de Paris,TRAITE,DEPOSE,2024-02-05 11:34:56,2024-02-05 13:23:11,DEMATERIALISE,BATCH-20240312-207,176.0
FLX-06391,2024-02-17 14:36:22,COURRIER_ADHESION,ADH-149314,CTR-72532618,Conseil Départemental du Nord,EN_TRAITEMENT,EN_ATTENTE_DEPOT,2024-02-17 14:57:05,,COURRIER_POSTAL,BATCH-20240312-207,9.0
FLX-06392,2024-01-17 21:03:25,CARTE_ADHERENT,ADH-666253,CTR-76032228,Mairie de Paris,TRAITE,DEPOSE,2024-01-17 21:09:59,2024-01-17 22:01:51,DEMATERIALISE,BATCH-20240312-207,164.0
FLX-06393,2024-01-18 07:45:28,RELANCE,ADH-983881,CTR-28034566,Conseil Départemental de la Gironde,TRAITE,DEPOSE,2024-01-18 07:56:47,2024-01-18 08:58:56,COURRIER_POSTAL,BATCH-20240312-207,386.0
FLX-06394,2024-02-11 13:16:15,APPEL_COTISATION,ADH-839628,CTR-31695814,Mairie de Toulouse,TRAITE,DEPOSE,2024-02-11 14:11:28,2024-02-11 15:49:48,EN_ATTENTE_CHOIX,BATCH-20240312-207,55.0
FLX-06395,2024-03-28 08:11:28,RELEVÉ_PRESTATIONS,ADH-430101,CTR-83234337,EHPAD Les Tilleuls,TRAITE,DEPOSE,2024-03-28 08:46:40,2024-03-28 09:28:53,DEMATERIALISE,BATCH-20240312-207,29.0
FLX-06396,2024-02-14 20:28:09,COURRIER_ADHESION,ADH-536931,CTR-99832018,Mairie de Toulouse,TRAITE,DEPOSE,2024-02-14 21:26:30,2024-02-14 22:26:29,DEMATERIALISE,BATCH-20240312-207,63.0
FLX-06397,2024-03-10 14:09:50,CARTE_ADHERENT,ADH-284522,CTR-55365617,Mairie de Lyon,RECU,NON_APPLICABLE,,,DEMATERIALISE,BATCH-20240312-207,
FLX-06398,2024-01-11 15:16:30,COURRIER_ADHESION,ADH-292974,CTR-87261144,SDIS 75,TRAITE,DEPOSE,2024-01-11 16:07:32,2024-01-11 16:45:54,COURRIER_POSTAL,BATCH-20240312-207,161.0
